Marital_Status,Kidhome,Teenhome,Education_Level,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmpOverall
Married,0,2,Graduation,77033,32,0,18,85,75,54,0,1
Together,2,2,Master,65802,26,0,42,0,61,76,0,1
Together,0,2,Graduation,56117,29,0,12,63,72,39,0,0
Single,0,0,Graduation,41459,40,88,7,33,9,11,11,0
Married,0,2,Graduation,81436,43,0,15,84,90,64,0,1
Single,0,0,Master,74232,53,165,7,78,26,19,17,0
Single,0,0,Graduation,71452,30,152,14,67,26,13,15,1
Single,0,0,Graduation,62748,41,140,18,56,25,19,17,1
Married,1,1,Basic,44156,17,0,19,24,34,40,0,1
Single,0,0,Master,70835,51,143,8,67,25,17,15,1
Single,0,0,Graduation,80092,48,172,16,62,28,18,20,1
Married,1,0,Graduation,73873,58,67,31,35,29,39,8,0
Single,0,0,Graduation,87640,52,180,19,97,33,19,11,1
Single,0,0,Master,73783,45,143,19,73,19,21,14,0
Single,0,0,Master,99515,78,212,21,106,33,37,16,1
Single,0,0,Graduation,93734,45,203,15,81,25,27,25,1
Married,2,0,Master,66536,41,0,51,0,28,51,0,0
Single,0,0,Graduation,53299,17,101,11,55,17,17,9,0
Widow,0,0,2n Cycle,66144,55,117,14,75,25,15,15,1
Married,0,1,Master,54380,75,51,8,67,35,30,5,0
Single,1,0,Graduation,69959,42,80,33,27,22,40,7,1
Single,0,0,Graduation,69549,54,128,16,59,20,20,15,0
Married,2,0,PhD,92881,47,0,57,0,23,68,0,1
Married,2,0,Graduation,54647,61,0,34,0,11,42,0,0
Single,1,0,Basic,73827,46,66,25,34,30,37,7,1
Single,0,0,Master,41793,22,89,7,53,16,6,9,1
Together,2,0,Graduation,46155,38,0,29,0,21,41,0,0
Single,0,0,Graduation,76292,54,133,12,77,21,17,18,0
Single,0,0,Graduation,67738,53,153,18,63,25,14,21,1
Together,0,2,Graduation,56788,32,0,8,59,64,35,0,1
Married,2,2,Master,80824,16,0,45,0,80,94,0,1
Single,0,0,Graduation,64937,38,126,10,61,22,19,18,1
Married,0,2,Graduation,90664,28,0,12,96,88,61,0,0
Single,0,0,Master,51755,46,110,5,40,15,16,8,1
Married,2,1,Graduation,77378,35,0,61,0,52,67,0,0
Married,1,0,Graduation,89181,41,86,33,44,29,53,13,1
Together,0,1,Master,58029,32,62,11,64,45,22,9,0
Widow,0,0,Master,84226,23,143,18,77,32,29,11,1
Together,0,0,Graduation,65115,49,134,14,77,15,21,9,0
Together,2,0,Graduation,41796,31,0,27,0,11,33,0,0
Married,2,0,Graduation,77382,56,0,47,0,19,62,0,1
Single,0,0,Graduation,68278,56,133,13,61,17,15,13,1
Married,1,1,Graduation,95444,35,0,37,54,75,60,0,1
Married,0,1,Master,79680,25,71,20,69,51,46,8,1
Together,0,2,2n Cycle,67566,12,0,14,77,48,51,0,1
Single,0,0,PhD,102083,39,213,20,104,34,18,22,1
Together,0,2,Master,63373,35,0,12,58,52,38,0,1
Together,1,1,Graduation,48286,9,0,16,22,25,52,0,1
Widow,0,0,Basic,66831,50,137,10,65,33,14,21,1
Together,2,1,Master,70041,28,0,38,0,61,72,0,1
Single,0,0,Master,68637,3,137,16,66,20,12,15,1
Single,1,0,PhD,73655,24,74,37,38,26,29,5,0
Single,0,0,Graduation,50402,33,103,8,50,18,10,18,1
Single,0,0,2n Cycle,72013,24,129,9,67,9,26,17,1
Married,0,2,PhD,89693,36,0,15,91,93,66,0,0
Together,2,2,Graduation,99682,46,0,55,0,94,118,0,1
Together,2,0,Master,57400,41,0,38,0,17,45,0,1
Married,0,2,2n Cycle,98095,39,0,15,101,114,62,0,1
Single,1,0,Master,74387,25,82,27,32,30,27,8,1
Single,0,0,2n Cycle,58278,51,126,10,67,23,5,13,1
Single,0,0,Master,53489,41,118,10,38,17,10,12,0
Single,0,0,Graduation,53061,44,127,7,52,18,16,13,0
Married,0,1,PhD,108879,25,105,25,90,76,50,9,1
Single,0,0,Basic,10017,25,15,1,13,4,2,1,0
Single,1,0,Graduation,36071,55,50,20,14,14,18,2,0
Single,0,0,2n Cycle,33821,49,74,2,29,8,9,5,0
Married,1,0,Master,97565,31,98,45,52,36,49,12,1
Married,0,1,Graduation,83211,64,91,13,88,45,45,4,1
Married,2,1,Graduation,57804,14,0,39,0,35,66,0,1
Married,2,2,2n Cycle,60925,33,0,40,0,63,82,0,1
Widow,0,0,Graduation,79947,72,154,16,70,24,16,18,1
Single,0,0,Graduation,78295,48,148,18,68,19,19,17,1
Married,1,1,Graduation,57803,16,0,21,39,40,31,0,0
Married,0,1,Master,81998,51,86,26,81,46,44,9,1
Married,0,2,2n Cycle,62835,25,0,16,56,55,44,0,1
Together,0,0,Graduation,64455,34,127,15,55,19,9,11,1
Single,0,0,Master,56552,30,115,13,56,15,9,11,0
Married,1,2,PhD,93147,50,0,41,42,94,96,0,1
Single,1,0,Master,58263,33,61,19,28,17,30,3,1
Married,1,1,Graduation,74432,18,0,39,24,50,59,0,1
Single,0,0,Graduation,86437,60,158,17,94,31,16,10,1
Single,0,0,2n Cycle,73655,18,158,20,63,31,14,12,0
Married,1,2,2n Cycle,88847,27,0,34,45,85,79,0,1
Married,2,2,Graduation,77746,12,0,48,0,73,105,0,1
Single,0,0,Master,86992,50,177,18,84,35,24,26,1
Married,0,0,2n Cycle,40966,39,75,10,41,19,12,10,1
Married,0,0,2n Cycle,42581,24,83,12,37,9,16,10,0
Single,0,0,Graduation,47924,47,89,9,50,15,11,12,0
Married,0,2,Graduation,58959,27,0,7,49,58,42,0,1
Married,1,1,Graduation,88718,43,0,37,36,44,61,0,1
Married,0,0,Graduation,50369,45,91,5,58,16,13,11,1
Single,1,0,2n Cycle,37648,73,43,21,21,10,17,2,0
Single,0,0,Graduation,61171,35,112,15,62,20,11,8,1
Married,2,1,Master,82054,44,0,52,0,48,82,0,1
Together,1,0,Master,86125,31,84,36,30,28,40,6,1
Married,0,1,Master,75989,35,73,13,84,43,43,5,1
Single,0,0,Graduation,60259,55,116,12,78,21,17,17,1
Married,0,1,Master,93307,21,95,19,91,61,44,4,1
Together,0,1,Graduation,52501,57,56,10,51,32,30,2,0
Single,1,0,Master,71840,48,79,21,33,22,41,6,1
Widow,0,0,Graduation,86549,53,172,17,87,28,22,15,0
Together,1,0,Graduation,60444,52,66,33,29,26,24,8,0
Single,0,0,Graduation,75910,51,132,14,70,20,14,15,0
Together,2,0,Graduation,53148,44,0,51,0,11,41,0,0
Single,0,0,2n Cycle,81435,61,155,22,83,21,19,18,0
Together,0,2,PhD,78278,32,0,19,71,86,66,0,0
Married,0,1,Graduation,66414,35,65,15,79,53,30,5,0
Married,1,2,Graduation,51087,37,0,23,28,46,60,0,0
Married,2,2,Graduation,56198,25,0,47,0,56,63,0,1
Married,1,1,Basic,47825,49,0,15,34,26,36,0,0
Single,0,0,Master,53080,72,106,4,47,23,14,13,1
Married,2,1,Graduation,55262,15,0,32,0,31,50,0,0
Single,0,0,Master,70658,44,149,12,66,17,16,19,1
Single,0,0,Basic,59017,28,104,10,53,24,17,13,1
Single,0,0,PhD,84193,38,198,17,91,30,17,12,1
Married,2,1,Graduation,25046,30,0,23,0,20,22,0,0
Single,0,0,PhD,64377,37,145,9,72,21,14,10,1
Single,0,0,2n Cycle,75056,56,154,16,64,25,11,7,1
Single,0,0,Master,49844,50,103,11,52,18,8,8,0
Single,0,0,Graduation,61184,34,118,12,63,15,13,15,0
Married,2,2,Graduation,56557,37,0,29,0,50,66,0,1
Widow,0,0,2n Cycle,92581,39,184,22,85,31,28,16,1
Single,0,0,Graduation,51081,36,105,10,46,13,12,14,1
Together,2,2,Basic,63316,8,0,33,0,65,81,0,1
Married,0,2,Graduation,62133,11,0,14,63,52,44,0,1
Married,2,0,Graduation,36612,29,0,19,0,15,27,0,1
Married,1,2,Master,87064,27,0,40,47,94,85,0,1
Together,0,2,PhD,54212,48,0,6,60,57,44,0,0
Single,0,0,Graduation,49301,14,106,15,38,14,10,13,1
Married,0,2,Graduation,100988,57,0,18,122,103,73,0,1
Married,0,2,Graduation,119946,16,0,19,107,105,88,0,1
Married,0,1,Master,80301,31,69,10,69,58,42,7,1
Together,1,1,PhD,69628,27,0,21,40,31,48,0,0
Single,0,0,PhD,80388,32,183,16,79,29,20,15,1
Married,2,2,PhD,70289,18,0,51,0,62,80,0,1
Married,2,1,Master,73666,24,0,45,0,48,93,0,1
Single,0,0,PhD,104035,37,212,28,112,32,26,19,1
Single,1,0,Graduation,66141,62,73,36,27,29,29,6,0
Married,0,0,PhD,68663,32,135,15,68,23,19,14,1
Together,0,1,Master,79096,64,98,12,77,60,43,9,0
Married,2,1,Graduation,47325,38,0,24,0,45,45,0,1
Together,1,0,Basic,24847,19,30,5,7,8,13,5,1
Married,0,1,Graduation,84486,24,95,14,87,61,29,6,1
Single,1,0,Master,58543,24,52,33,30,17,25,6,1
Single,0,0,Graduation,86602,41,152,17,84,24,16,14,1
Single,0,0,Graduation,47184,65,94,9,46,13,10,7,0
Single,0,0,Master,88412,53,174,30,95,37,24,18,1
Single,0,0,2n Cycle,82623,26,182,18,70,29,13,15,1
Married,1,2,Master,82334,44,0,36,47,72,81,0,1
Married,0,0,Master,75461,26,179,22,82,26,18,17,1
Single,0,0,PhD,70993,29,136,14,69,27,22,9,1
Single,1,0,Graduation,54931,55,50,24,20,16,21,7,1
Single,0,0,PhD,55971,59,105,9,54,23,12,10,0
Married,0,1,Graduation,82610,48,95,20,70,68,51,11,1
Single,0,0,Graduation,72084,43,145,16,69,38,17,11,1
Single,0,0,Graduation,59558,42,101,14,54,20,11,17,1
Together,2,1,Graduation,66449,10,0,41,0,45,63,0,1
Together,2,2,PhD,76190,22,0,60,0,68,76,0,1
Single,0,0,Graduation,44753,35,76,8,40,24,8,9,1
Married,2,2,PhD,70439,20,0,43,0,70,89,0,1
Single,0,0,Graduation,54474,78,92,12,48,17,17,10,0
Married,1,1,Graduation,67111,38,0,38,41,47,44,0,1
Married,0,2,Graduation,90332,14,0,26,86,99,69,0,1
Single,0,0,Graduation,73027,61,154,16,76,20,16,16,1
Married,1,0,PhD,113105,53,112,50,55,39,61,7,1
Single,1,0,Master,80352,58,88,31,43,28,44,11,1
Single,0,0,Graduation,39225,38,67,7,39,18,10,8,1
Single,0,0,Master,47731,43,98,9,45,14,13,7,1
Married,0,0,Graduation,57097,25,123,8,54,28,14,14,1
Single,0,0,Basic,44709,68,81,4,42,12,9,10,0
Single,0,0,Graduation,51356,46,99,13,51,17,8,11,1
Single,0,0,Graduation,73380,22,162,9,78,26,23,10,0
Single,1,0,PhD,97677,60,92,36,45,37,68,11,1
Married,2,1,Basic,41875,20,0,28,0,30,37,0,0
Single,0,0,Graduation,38356,40,77,14,36,4,3,10,1
Single,0,0,2n Cycle,82665,26,150,21,76,31,17,14,1
Married,0,2,2n Cycle,71471,14,0,17,58,66,56,0,1
Married,0,1,Graduation,64969,44,75,8,71,43,29,4,1
Together,1,2,Graduation,89723,15,0,39,46,73,88,0,1
Married,1,1,Master,98677,7,0,53,44,60,83,0,1
Single,0,0,Graduation,54125,59,104,11,54,14,10,12,0
Married,2,2,Graduation,86056,28,0,44,0,89,119,0,1
Married,0,0,Graduation,90284,67,198,16,86,32,17,16,0
Single,0,0,Basic,62578,38,111,16,60,22,15,9,1
Together,0,0,Master,92021,41,171,18,96,19,20,19,1
Single,0,0,Basic,35756,49,74,5,33,10,10,5,1
Widow,0,0,Basic,65391,45,141,14,65,28,18,12,0
Together,1,1,Graduation,90682,34,0,36,44,72,71,0,1
Married,0,1,PhD,84152,31,90,16,86,50,48,10,1
Together,0,1,Master,63322,11,64,12,60,49,34,5,1
Married,0,1,Graduation,74665,41,84,12,68,46,33,9,1
Single,0,0,Graduation,39254,54,78,7,41,16,8,7,1
Married,1,2,Graduation,77895,22,0,43,48,65,92,0,1
Single,0,0,Master,45011,82,99,5,50,16,10,7,0
Single,0,0,Graduation,82001,34,154,19,94,25,19,17,1
Married,0,2,Graduation,48682,25,0,15,50,55,36,0,0
Single,0,0,2n Cycle,70738,49,155,12,78,21,15,10,0
Single,0,0,Graduation,52054,48,117,5,46,23,6,8,0
Married,1,2,Graduation,57134,5,0,25,26,55,62,0,1
Together,0,1,2n Cycle,61393,50,80,13,74,46,35,6,0
Single,1,0,Graduation,67489,31,73,24,37,25,35,4,1
Single,1,0,Graduation,64380,57,66,25,22,25,24,6,0
Single,0,0,Graduation,68099,49,140,15,64,40,19,10,1
Married,2,1,Basic,70365,24,0,42,0,50,68,0,1
Single,1,0,Graduation,32833,60,34,15,12,7,14,4,0
Married,0,2,PhD,92028,22,0,25,89,89,54,0,1
Single,0,0,Basic,29540,27,63,9,37,10,11,7,0
Single,0,0,Graduation,43972,25,84,14,47,8,20,14,1
Together,1,0,Master,56495,42,47,27,31,22,23,8,1
Single,0,0,Graduation,33412,73,74,10,38,15,10,7,0
Married,0,2,2n Cycle,67834,31,0,9,66,83,44,0,1
Single,0,0,Basic,23492,59,48,5,22,7,5,3,0
Married,1,2,Graduation,79075,31,0,34,39,95,77,0,1
Married,0,1,Graduation,95781,29,100,13,105,67,48,10,1
Single,0,0,Graduation,86472,16,174,15,88,35,15,23,1
Single,1,0,Master,53634,42,44,28,27,23,31,4,1
Single,0,0,Master,52192,56,104,13,50,18,8,9,0
Married,0,0,Graduation,84719,48,168,19,78,21,23,16,1
Married,0,1,Master,80850,31,74,19,78,49,29,4,0
Married,1,0,Graduation,71889,29,68,24,33,19,27,6,1
Married,0,2,Master,60381,24,0,16,60,54,41,0,1
Single,1,0,2n Cycle,59806,29,53,24,34,18,25,6,0
Single,0,0,Master,82976,42,172,18,80,29,23,20,1
Single,0,0,Graduation,51411,42,95,5,46,11,12,5,1
Single,0,0,Graduation,69956,50,147,19,79,29,23,16,1
Single,1,0,Graduation,65395,23,62,21,34,24,32,3,1
Married,1,2,Master,70208,27,0,23,28,64,77,0,1
Married,0,1,2n Cycle,67233,37,54,13,65,51,31,4,0
Together,1,0,Graduation,50301,32,51,23,22,14,20,3,0
Single,0,0,Graduation,75837,47,149,18,71,22,15,21,1
Married,1,2,Basic,44554,17,0,9,21,55,52,0,0
Together,0,1,Master,64031,56,67,13,57,45,23,6,0
Married,0,0,PhD,103538,46,231,24,108,26,20,15,1
Single,0,0,Master,62149,51,116,14,69,24,16,14,1
Single,0,0,Master,55962,43,105,7,53,18,8,21,1
Single,0,0,Basic,52755,39,117,11,51,15,11,8,0
Single,0,0,2n Cycle,84929,30,163,15,86,23,34,16,1
Married,1,1,Graduation,90461,18,0,37,45,56,75,0,1
Single,1,0,PhD,89152,13,87,28,40,32,52,9,1
Single,0,0,Master,84912,42,189,15,75,25,21,19,0
Married,1,0,Graduation,80745,47,89,29,45,23,59,6,1
Married,1,1,2n Cycle,71430,14,0,23,37,39,56,0,1
Married,0,1,Graduation,86710,56,90,18,85,63,38,12,1
Married,0,0,Graduation,78206,18,150,15,68,31,31,15,1
Single,0,0,Master,69201,55,143,16,63,21,16,18,1
Single,0,0,Basic,52795,32,83,10,52,15,16,9,0
Single,0,0,Master,74981,58,154,9,77,27,28,15,0
Married,0,1,PhD,94595,46,95,11,92,73,49,12,1
Together,0,0,Master,78474,81,155,17,85,15,26,22,1
Single,0,0,PhD,65196,34,136,6,74,16,15,14,1
Married,1,0,Basic,56897,5,56,27,36,21,34,12,1
Single,0,0,PhD,60997,15,134,10,63,18,24,12,0
Married,2,0,Graduation,76940,29,0,53,0,24,67,0,1
Single,0,0,Master,75162,44,154,18,84,31,22,16,1
Single,0,0,Graduation,82771,30,174,22,82,24,26,15,1
Together,1,1,Graduation,70504,38,0,32,36,35,53,0,0
Married,2,0,Basic,54445,47,0,28,0,25,52,0,1
Married,1,0,Basic,53679,48,52,22,27,18,28,9,0
Single,0,0,PhD,89685,40,179,16,86,19,23,21,1
Single,0,0,Master,59783,31,148,7,60,13,16,15,1
Single,0,0,Graduation,65299,55,132,8,78,14,18,16,0
Together,1,2,Graduation,80304,47,0,35,41,91,77,0,1
Widow,0,0,Master,115372,29,253,20,119,28,32,24,1
Married,1,2,Graduation,90333,8,0,51,42,111,97,0,1
Single,0,0,Master,62118,61,135,11,50,12,14,10,0
Together,0,0,Graduation,54804,49,100,9,46,10,10,10,1
Married,0,0,Graduation,82452,46,170,19,90,35,19,18,1
Married,1,0,PhD,86792,62,74,42,53,27,39,7,0
Single,0,0,Graduation,40816,19,89,9,35,12,21,9,0
Married,0,1,Graduation,111884,30,104,14,110,69,71,12,1
Married,1,2,PhD,92595,31,0,34,55,102,94,0,1
Together,0,0,PhD,101739,70,186,18,108,35,27,22,1
Married,0,1,PhD,84998,35,80,17,72,49,35,11,1
Single,0,0,Graduation,62529,36,128,17,61,25,20,18,1
Married,1,0,Graduation,75273,40,54,27,39,32,36,6,1
Together,2,1,Graduation,61907,39,0,31,0,41,59,0,1
Single,0,0,Basic,38610,64,79,9,44,7,17,11,0
Single,0,0,Master,102962,61,209,27,113,34,33,32,1
Single,0,0,Graduation,68324,14,128,22,70,26,18,20,1
Married,1,2,Graduation,49330,18,0,13,26,61,55,0,0
Single,0,0,PhD,81525,54,162,19,95,26,29,10,1
Married,2,1,PhD,68418,32,0,38,0,43,68,0,1
Single,0,0,Basic,37315,52,70,10,36,11,10,6,0
Together,0,0,Graduation,67602,33,136,9,59,26,16,21,0
Single,0,0,Master,78089,45,159,20,65,32,22,14,0
Single,0,0,Graduation,25152,44,59,3,19,9,3,7,0
Married,0,1,Master,105737,41,104,20,119,63,52,10,1
Married,1,2,Master,70117,35,0,26,30,67,68,0,1
Single,0,0,Graduation,59631,48,118,12,69,12,13,7,0
Single,0,0,Graduation,86002,45,165,22,80,29,13,22,1
Single,0,0,Graduation,88672,38,197,13,94,33,18,19,1
Married,0,0,Master,70706,66,158,14,85,23,20,13,1
Married,1,1,Graduation,88948,47,0,39,36,54,72,0,1
Married,0,1,Master,82380,37,74,21,77,55,33,8,1
Married,1,1,PhD,129817,39,0,43,79,85,74,0,1
Married,2,2,Graduation,62899,54,0,46,0,65,88,0,0
Single,0,0,PhD,104745,25,201,16,109,33,24,17,1
Widow,1,0,Graduation,69222,27,60,28,26,28,37,12,1
Together,0,2,Master,56895,35,0,9,65,60,47,0,1
Single,0,0,2n Cycle,53450,49,111,15,44,18,19,8,0
Single,0,0,Graduation,38391,38,74,6,43,16,7,14,1
Single,0,0,Graduation,49034,55,92,11,49,16,8,9,0
Single,0,0,Graduation,58198,42,106,10,47,19,18,12,0
Married,1,0,Graduation,69203,54,80,23,33,26,31,6,0
Married,2,2,Master,93746,10,0,48,0,100,121,0,1
Married,2,2,Graduation,85327,8,0,35,0,92,98,0,1
Married,0,0,PhD,89466,38,176,21,98,39,22,17,1
Married,2,1,Graduation,46941,28,0,37,0,32,42,0,0
Married,0,1,2n Cycle,35975,27,32,9,43,17,15,3,0
Single,0,0,Graduation,55051,46,86,11,56,21,14,5,0
Single,0,0,PhD,67467,33,134,13,69,19,22,19,1
Married,0,2,Graduation,64124,62,0,6,56,52,53,0,0
Single,0,0,Basic,74330,41,155,18,77,23,23,13,0
Single,0,0,PhD,70890,48,136,14,79,23,12,18,1
Together,0,1,Graduation,53018,21,52,9,49,40,22,7,1
Married,2,1,Master,79947,35,0,40,0,37,83,0,0
Single,0,0,Graduation,55201,32,119,14,55,24,10,10,1
Married,1,1,Graduation,81955,45,0,31,44,49,53,0,0
Married,2,2,Graduation,76683,0,0,37,0,72,112,0,1
Single,0,0,PhD,107804,38,197,20,116,34,25,29,1
Single,0,0,PhD,75622,57,156,10,71,17,15,18,1
Together,0,2,Graduation,94964,33,0,16,77,93,66,0,1
Single,0,0,Graduation,73468,40,130,25,69,24,22,12,1
Single,0,0,2n Cycle,65957,63,139,8,78,32,18,12,1
Married,0,2,Graduation,43174,23,0,9,42,35,31,0,0
Married,0,2,Graduation,40911,18,0,5,40,42,25,0,0
Single,0,0,Graduation,38850,30,69,6,40,11,11,9,0
Single,0,0,Basic,53203,29,109,14,56,15,13,10,1
Single,0,0,Graduation,74313,48,135,24,74,30,18,12,0
Widow,0,0,Master,93018,36,171,18,90,28,21,16,1
Single,0,0,Master,70566,57,151,16,61,25,12,16,1
Married,0,1,Graduation,86550,43,93,12,99,60,36,12,1
Together,2,1,Master,90916,31,0,52,0,57,99,0,1
Single,1,0,Graduation,58375,13,67,26,38,20,25,4,1
Widow,1,0,Graduation,86372,44,97,31,52,24,41,6,1
Together,2,2,Master,78760,40,0,40,0,84,97,0,0
Together,0,2,Master,85094,33,0,22,74,92,54,0,1
Single,0,0,Graduation,67913,28,135,17,64,19,24,14,1
Married,0,0,Graduation,76961,19,154,21,79,14,28,19,1
Married,0,2,PhD,80934,46,0,14,83,78,55,0,1
Widow,0,0,Graduation,81084,43,148,18,86,28,20,15,1
Single,0,0,Graduation,57904,23,97,7,58,17,16,10,1
Married,0,1,Master,63964,44,65,13,63,48,47,9,0
Single,0,0,2n Cycle,62499,43,110,11,45,29,14,6,0
Single,0,0,Graduation,47662,69,91,8,44,17,7,10,0
Married,0,0,PhD,89354,28,166,21,94,27,27,19,1
Married,0,1,Graduation,67505,43,75,9,56,43,39,5,1
Married,0,1,Graduation,64564,56,58,12,70,33,38,8,0
Married,0,1,Graduation,94079,42,92,19,107,59,50,9,0
Widow,1,0,Graduation,102574,32,110,34,61,27,44,11,1
Single,0,0,Graduation,58547,39,128,19,57,14,11,11,1
Married,2,2,Graduation,87960,16,0,49,0,89,109,0,1
Single,0,0,Graduation,39278,38,83,4,38,13,10,8,0
Single,1,0,Graduation,45275,29,38,22,28,12,28,5,0
Married,1,2,Graduation,72083,44,0,38,40,84,64,0,1
Together,0,1,Graduation,50001,55,39,15,55,38,16,8,0
Married,0,0,Graduation,78634,53,140,15,82,23,29,14,0
Married,2,2,Graduation,77313,25,0,33,0,75,92,0,0
Single,0,0,Graduation,62288,46,147,16,64,23,18,13,1
Single,0,0,Graduation,98508,16,191,13,91,33,24,23,1
Married,1,0,Master,85520,46,91,42,61,33,48,8,1
Single,0,0,Master,78640,42,134,12,72,30,15,17,1
Single,0,0,Graduation,70283,25,143,12,68,26,14,16,1
Married,1,2,2n Cycle,54485,45,0,26,18,60,57,0,1
Single,0,0,Basic,79253,39,162,23,84,23,17,15,1
Single,0,0,Graduation,41941,57,88,8,44,14,8,8,1
Married,1,2,Graduation,77276,33,0,26,39,71,76,0,1
Married,0,1,Basic,71165,24,79,13,74,30,31,8,0
Together,2,1,Graduation,80754,38,0,50,0,45,81,0,1
Married,0,2,PhD,85331,21,0,15,83,70,59,0,1
Married,0,2,Master,91152,5,0,19,102,101,74,0,1
Together,0,0,Master,57275,55,138,15,51,20,17,15,0
Married,0,0,2n Cycle,93056,43,206,20,107,35,28,24,1
Single,0,0,2n Cycle,55555,46,111,17,54,11,13,12,1
Single,0,0,Basic,42549,57,77,8,45,19,15,7,0
Married,0,2,PhD,80432,14,0,14,90,78,54,0,1
Married,1,1,Graduation,77461,17,0,32,46,46,72,0,1
Married,0,2,Graduation,49298,18,0,9,47,60,33,0,0
Married,0,0,Graduation,86271,34,151,11,100,25,26,17,1
Married,2,1,Master,71043,32,0,49,0,43,78,0,1
Widow,0,0,Graduation,97566,70,218,10,107,26,27,27,1
Married,1,2,Graduation,54363,25,0,26,26,54,62,0,1
Single,0,0,PhD,81980,44,165,22,90,20,25,18,1
Together,2,2,Graduation,74308,1,0,39,0,66,89,0,1
Single,0,0,Graduation,72933,34,150,12,83,26,20,14,1
Married,0,2,Graduation,65249,2,0,10,45,66,43,0,1
Widow,0,0,Master,66479,77,128,15,55,15,20,15,1
Married,1,1,Graduation,66145,5,0,26,31,47,55,0,0
Married,1,0,Graduation,90499,28,75,34,43,30,35,10,1
Married,0,2,Master,111384,26,0,29,104,120,94,0,1
Single,0,0,Graduation,38656,72,82,1,41,19,9,6,0
Single,0,0,PhD,68930,46,134,17,63,17,22,14,1
Married,1,2,Graduation,47013,9,0,17,26,49,58,0,1
Married,0,0,Graduation,64774,38,133,9,60,18,20,15,0
Married,2,1,2n Cycle,58431,30,0,37,0,37,47,0,1
Single,0,0,Master,52066,35,124,8,48,22,15,16,0
Married,2,1,Master,104945,13,0,49,0,74,86,0,1
Married,0,0,Graduation,90203,28,193,20,109,33,17,14,1
Married,0,2,Graduation,76650,20,0,16,80,80,58,0,1
Married,0,0,PhD,88346,27,167,14,99,24,18,12,0
Married,2,0,Graduation,86387,17,0,48,0,38,60,0,1
Married,1,0,Graduation,57977,34,52,18,22,21,27,3,1
Married,1,1,PhD,93575,41,0,44,38,47,52,0,1
Together,0,1,Master,63921,19,69,12,50,42,42,7,1
Single,0,0,Graduation,98152,27,188,16,107,37,30,25,1
Widow,0,0,PhD,74627,43,134,16,78,33,26,22,1
Single,0,0,2n Cycle,53916,52,104,11,50,22,11,15,0
Single,0,0,2n Cycle,38582,68,76,9,58,19,9,8,0
Together,1,2,Master,84281,36,0,34,38,78,72,0,1
Single,0,0,Graduation,74247,44,146,12,77,21,23,17,1
Married,1,1,PhD,79534,31,0,36,36,65,44,0,1
Together,0,0,Master,54366,42,99,9,38,14,17,9,1
Together,0,2,Graduation,60212,16,0,11,53,60,52,0,1
Widow,0,0,Master,74531,48,145,17,65,28,16,14,1
Single,0,0,Basic,50961,38,108,8,61,17,15,16,1
Married,0,0,Graduation,97296,42,200,15,105,28,15,20,1
Single,0,0,PhD,89920,26,184,15,93,24,24,22,1
Married,2,0,Master,91387,29,0,61,0,28,67,0,1
Together,1,1,Graduation,65936,19,0,28,29,29,47,0,0
Single,0,0,Graduation,102653,47,240,23,96,24,32,24,1
Married,1,2,Graduation,74748,23,0,23,33,77,73,0,1
Married,1,0,Graduation,83884,38,78,40,37,30,37,6,1
Married,0,1,Graduation,89479,29,95,18,97,60,44,10,0
Widow,0,0,Basic,64233,53,115,15,59,27,18,21,1
Single,0,0,Graduation,66111,48,119,17,68,34,22,20,1
Married,0,1,Master,71452,24,61,8,75,53,31,3,1
Together,0,2,Graduation,66270,19,0,12,70,77,47,0,1
Married,1,2,Graduation,94951,38,0,41,54,102,87,0,1
Single,0,0,PhD,97458,5,194,13,86,22,21,23,1
Married,0,0,Graduation,83313,61,172,12,81,30,29,21,0
Single,0,0,Master,83654,30,157,7,89,36,18,18,1
Single,0,0,Graduation,62438,53,121,14,61,18,18,15,0
Together,0,2,Graduation,80222,37,0,17,103,78,63,0,1
Married,2,0,Graduation,70715,27,0,52,0,27,47,0,0
Together,2,0,Graduation,41498,40,0,33,0,16,38,0,0
Together,1,2,Graduation,93486,26,0,33,48,99,76,0,1
Married,2,0,Graduation,69935,44,0,43,0,18,58,0,0
Single,0,0,Graduation,78814,30,171,13,72,14,26,19,1
Married,0,1,Graduation,67558,47,64,18,72,43,38,8,1
Single,1,0,Graduation,22648,13,19,16,12,8,12,2,0
Together,1,2,PhD,81907,35,0,46,59,78,83,0,0
Single,0,0,Master,42374,45,81,10,42,11,7,5,1
Single,0,0,Master,81330,48,155,14,94,25,20,25,1
Married,0,0,Master,76562,51,155,17,77,28,28,11,1
Single,0,0,Graduation,81283,63,139,13,94,22,20,19,1
Single,0,0,Graduation,66499,44,143,7,71,26,16,12,1
Married,0,0,Master,64548,30,144,7,67,26,14,13,0
Single,0,0,Basic,60046,70,145,17,64,18,13,10,0
Single,0,0,Graduation,39606,51,84,9,51,14,14,8,0
Single,0,0,Graduation,58393,56,93,15,52,17,10,7,1
Married,1,2,Graduation,45040,24,0,20,20,48,53,0,1
Married,2,1,Graduation,78251,20,0,31,0,51,84,0,1
Married,1,2,PhD,93709,27,0,29,41,88,87,0,1
Married,0,1,Master,81891,44,102,13,68,51,42,8,1
Single,0,0,Graduation,48962,49,77,10,47,11,14,7,1
